onset duration sample trial eventIdentifier StimulusOn StimulusOff TargetOn TargetOff SFIX EFIX SSACC ESACC num_trial num_block dir_target proba switch
294.198 2.455 1165958 82 "TRIALID 81" 1166563 1167197 1167497 1168278 "[1166526, 1167050, 1167725, 1167901]" "[1167029.0, 1167699.0, 1167876.0, 1168381.0]" "[1167030, 1167700, 1167877]" "[1167049.0, 1167724.0, 1167900.0]" 82 1 0.0 0.15951564251606967 0.0
297.755 2.498 1169515 83 "TRIALID 82" 1170112 1170796 1171096 1171878 "[1170075, 1170292, 1170448, 1171310, 1171459]" "[1170279.0, 1170426.0, 1171286.0, 1171436.0, 1171981.0]" "[1170280, 1170427, 1171287, 1171437]" "[1170291.0, 1170447.0, 1171309.0, 1171458.0]" 83 1 1.0 0.15951564251606967 0.0
301.354 2.672 1173114 84 "TRIALID 83" 1173778 1174586 1174887 1175660 "[1173675, 1173928, 1175115, 1175272]" "[1173911.0, 1175079.0, 1175250.0, 1175767.0]" "[1173912, 1175080, 1175251]" "[1173927.0, 1175114.0, 1175271.0]" 84 1 0.0 0.15951564251606967 0.0
305.127 2.336 1176887 85 "TRIALID 84" 1177492 1178010 1178311 1179092 "[1177454, 1177710, 1178056, 1178525, 1178691]" "[1177689.0, 1178036.0, 1178488.0, 1178670.0, 1179150.0]" "[1177690, 1178037, 1178489, 1178671, 1179151]" "[1177709.0, 1178055.0, 1178524.0, 1178690.0, 1179192.0]" 85 1 0.0 0.15951564251606967 0.0
308.563 2.618 1180323 86 "TRIALID 85" 1180934 1181726 1182027 1182807 "[1180884, 1181131, 1182270, 1182427]" "[1181117.0, 1182245.0, 1182402.0, 1182909.0]" "[1181118, 1182246, 1182403]" "[1181130.0, 1182269.0, 1182426.0]" 86 1 1.0 0.15951564251606967 0.0
312.282 2.429 1184042 87 "TRIALID 86" 1184640 1185257 1185558 1186340 "[1184606, 1184805, 1185769, 1185946]" "[1184783.0, 1185743.0, 1185924.0, 1186439.0]" "[1184784, 1185744, 1185925]" "[1184804.0, 1185768.0, 1185945.0]" 87 1 1.0 0.15951564251606967 0.0
315.811 2.441 1187571 88 "TRIALID 87" 1188173 1188794 1189095 1189873 "[1188131, 1188297, 1189328, 1189549]" "[1188276.0, 1189288.0, 1189527.0, 1189981.0]" "[1188277, 1189289, 1189528]" "[1188296.0, 1189327.0, 1189548.0]" 88 1 0.0 0.15951564251606967 0.0
319.352 2.271 1191112 89 "TRIALID 88" 1191721 1192172 1192473 1193255 "[1191678, 1191932, 1192699, 1192850]" "[1191914.0, 1192675.0, 1192822.0, 1193353.0]" "[1191915, 1192676, 1192823]" "[1191931.0, 1192698.0, 1192849.0]" 89 1 1.0 0.7008093153485947 1.0
322.724 2.329 1194484 90 "TRIALID 89" 1195088 1195594 1195895 1196671 "[1195063, 1196109, 1196262]" "[1196084.0, 1196239.0, 1196781.0]" "[1196085, 1196240]" "[1196108.0, 1196261.0]" 90 1 1.0 0.7008093153485947 0.0
326.153 2.384 1197913 91 "TRIALID 90" 1198518 1199098 1199399 1200170 "[1198474, 1199627, 1199861]" "[1199587.0, 1199836.0, 1200278.0]" "[1199588, 1199837]" "[1199626.0, 1199860.0]" 91 1 0.0 0.7008093153485947 0.0
329.637 2.619 1201397 92 "TRIALID 91" 1202003 1202803 1203103 1203885 "[1201966, 1202067, 1202211, 1203323, 1203483]" "[1202040.0, 1202178.0, 1203298.0, 1203460.0, 1203984.0]" "[1202041, 1202179, 1203299, 1203461]" "[1202066.0, 1202210.0, 1203322.0, 1203482.0]" 92 1 1.0 0.7008093153485947 0.0
333.357 2.563 1205117 93 "TRIALID 92" 1205716 1206468 1206768 1207550 "[1205677, 1205820, 1205975, 1206995, 1207232]" "[1205802.0, 1205955.0, 1206968.0, 1207211.0, 1207649.0]" "[1205803, 1205956, 1206969, 1207212]" "[1205819.0, 1205974.0, 1206994.0, 1207231.0]" 93 1 1.0 0.7008093153485947 0.0
337.021 2.564 1208781 94 "TRIALID 93" 1209383 1210134 1210435 1211216 "[1209341, 1209579, 1210655, 1210836]" "[1209557.0, 1210630.0, 1210814.0, 1211314.0]" "[1209558, 1210631, 1210815]" "[1209578.0, 1210654.0, 1210835.0]" 94 1 1.0 0.7008093153485947 0.0
340.685 2.618 1212445 95 "TRIALID 94" 1213047 1213849 1214149 1214931 "[1213005, 1213286, 1214378, 1214562]" "[1213264.0, 1214353.0, 1214539.0, 1215030.0]" "[1213265, 1214354, 1214540]" "[1213285.0, 1214377.0, 1214561.0]" 95 1 1.0 0.7008093153485947 0.0
344.404 2.5 1216164 96 "TRIALID 95" 1216770 1217449 1217749 1218531 "[1216735, 1216991, 1217965, 1218133]" "[1216970.0, 1217939.0, 1218111.0, 1218631.0]" "[1216971, 1217940, 1218112]" "[1216990.0, 1217964.0, 1218132.0]" 96 1 1.0 0.7008093153485947 0.0
348.004 2.429 1219764 97 "TRIALID 96" 1220378 1220981 1221281 1222062 "[1220334, 1220565, 1221500, 1221652, 1222037]" "[1220543.0, 1221476.0, 1221629.0, 1222016.0, 1222161.0]" "[1220544, 1221477, 1221630, 1222017]" "[1220564.0, 1221499.0, 1221651.0, 1222036.0]" 97 1 1.0 0.7008093153485947 0.0
351.533 2.559 1223293 98 "TRIALID 97" 1223896 1224635 1224935 1225711 "[1223854, 1224105, 1225162, 1225329]" "[1224083.0, 1225139.0, 1225307.0, 1225821.0]" "[1224084, 1225140, 1225308]" "[1224104.0, 1225161.0, 1225328.0]" 98 1 1.0 0.7008093153485947 0.0
355.192 2.581 1226952 99 "TRIALID 98" 1227559 1228315 1228615 1229393 "[1227513, 1228844, 1229026]" "[1228819.0, 1229005.0, 1229501.0]" "[1228820, 1229006]" "[1228843.0, 1229025.0]" 99 1 1.0 0.7008093153485947 0.0
358.873 2.27 1230633 100 "TRIALID 99" 1231232 1231707 1232007 1232776 "[1231198, 1231424, 1232223, 1232382]" "[1231400.0, 1232200.0, 1232358.0, 1232875.0]" "[1231401, 1232201, 1232359]" "[1231423.0, 1232222.0, 1232381.0]" 100 1 1.0 0.7008093153485947 0.0
368.15 2.562 1239910 101 "TRIALID 100" 1240518 1241258 1241558 1242340 "[1240478, 1240706, 1240884, 1241788, 1241944]" "[1240689.0, 1240874.0, 1241767.0, 1241921.0, 1242440.0]" "[1240690, 1240875, 1241768, 1241922]" "[1240705.0, 1240883.0, 1241787.0, 1241943.0]" 101 1 1.0 0.7008093153485947 0.0
371.812 2.531 1243572 102 "TRIALID 101" 1244190 1244890 1245190 1245972 "[1244142, 1244382, 1245413, 1245682]" "[1244360.0, 1245383.0, 1245665.0, 1246071.0]" "[1244361, 1245384, 1245666]" "[1244381.0, 1245412.0, 1245681.0]" 102 1 0.0 0.7008093153485947 0.0
375.442 2.458 1247202 103 "TRIALID 102" 1247816 1248443 1248744 1249521 "[1247763, 1248016, 1248965, 1249118]" "[1248005.0, 1248942.0, 1249094.0, 1249629.0]" "[1248006, 1248943, 1249095]" "[1248015.0, 1248964.0, 1249117.0]" 103 1 1.0 0.7008093153485947 0.0
379.0 2.391 1250760 104 "TRIALID 103" 1251370 1251938 1252239 1253019 "[1251338, 1251574, 1252451, 1252651]" "[1251554.0, 1252425.0, 1252633.0, 1253118.0]" "[1251555, 1252426, 1252634]" "[1251573.0, 1252450.0, 1252650.0]" 104 1 1.0 0.3634582038527117 1.0
382.491 2.35 1254251 105 "TRIALID 104" 1254846 1255387 1255687 1256469 "[1254812, 1254961, 1255100, 1255402, 1255933, 1256104]" "[1254939.0, 1255085.0, 1255392.0, 1255897.0, 1256081.0, 1256569.0]" "[1254940, 1255086, 1255393, 1255898, 1256082]" "[1254960.0, 1255099.0, 1255401.0, 1255932.0, 1256103.0]" 105 1 0.0 0.3634582038527117 0.0
385.941 2.408 1257701 106 "TRIALID 105" 1258303 1258891 1259191 1259969 "[1258261, 1258494, 1258788, 1259412, 1259854]" "[1258483.0, 1258769.0, 1259380.0, 1259834.0, 1260077.0]" "[1258484, 1258770, 1259381, 1259835]" "[1258493.0, 1258787.0, 1259411.0, 1259853.0]" 106 1 0.0 0.3634582038527117 0.0
389.449 2.623 1261209 107 "TRIALID 106" 1261809 1262618 1262919 1263700 "[1261774, 1261963, 1262367, 1263148, 1263316, 1263635]" "[1261945.0, 1262358.0, 1263121.0, 1263292.0, 1263624.0, 1263800.0]" "[1261946, 1262359, 1263122, 1263293, 1263625]" "[1261962.0, 1262366.0, 1263147.0, 1263315.0, 1263634.0]" 107 1 0.0 0.3634582038527117 0.0
393.172 2.554 1264932 108 "TRIALID 107" 1265550 1266267 1266567 1267349 "[1265502, 1265926, 1266789, 1266957]" "[1265909.0, 1266761.0, 1266933.0, 1267454.0]" "[1265910, 1266762, 1266934]" "[1265925.0, 1266788.0, 1266956.0]" 108 1 0.0 0.3634582038527117 0.0
396.827 2.37 1268587 109 "TRIALID 108" 1269182 1269739 1270039 1270815 "[1269148, 1269386, 1269667, 1270248, 1270413]" "[1269371.0, 1269646.0, 1270222.0, 1270388.0, 1270925.0]" "[1269372, 1269647, 1270223, 1270389]" "[1269385.0, 1269666.0, 1270247.0, 1270412.0]" 109 1 0.0 0.3634582038527117 0.0
400.298 2.333 1272058 110 "TRIALID 109" 1272665 1273181 1273482 1274264 "[1272622, 1272921, 1273697, 1273871, 1274309]" "[1272901.0, 1273668.0, 1273849.0, 1274287.0, 1274364.0]" "[1272902, 1273669, 1273850, 1274288]" "[1272920.0, 1273696.0, 1273870.0, 1274308.0]" 110 1 0.0 0.3634582038527117 0.0
403.732 2.533 1275492 111 "TRIALID 110" 1276097 1276827 1277127 1277897 "[1276052, 1277345, 1277491]" "[1277318.0, 1277468.0, 1277982.0]" "[1277319, 1277469, 1277983]" "[1277344.0, 1277490.0, 1277996.0]" 111 1 0.0 0.3634582038527117 0.0
407.365 2.6 1279125 112 "TRIALID 111" 1279728 1280513 1280814 1281595 "[1279685, 1279950, 1281065, 1281226, 1281390]" "[1279932.0, 1281039.0, 1281201.0, 1281360.0, 1281694.0]" "[1279933, 1281040, 1281202, 1281361]" "[1279949.0, 1281064.0, 1281225.0, 1281389.0]" 112 1 1.0 0.3634582038527117 0.0
411.065 2.284 1282825 113 "TRIALID 112" 1283419 1283895 1284195 1284978 "[1283386, 1283652, 1284439, 1284853]" "[1283631.0, 1284397.0, 1284835.0, 1285077.0]" "[1283632, 1284398, 1284836]" "[1283651.0, 1284438.0, 1284852.0]" 113 1 0.0 0.3634582038527117 0.0
414.449 2.509 1286209 114 "TRIALID 113" 1286810 1287498 1287799 1288576 "[1286770, 1287308, 1288024, 1288189, 1288562]" "[1287289.0, 1287985.0, 1288157.0, 1288542.0, 1288686.0]" "[1287290, 1287986, 1288158, 1288543]" "[1287307.0, 1288023.0, 1288188.0, 1288561.0]" 114 1 0.0 0.3634582038527117 0.0
418.059 2.398 1289819 115 "TRIALID 114" 1290417 1291019 1291319 1292092 "[1290380, 1290648, 1291516, 1291666, 1291978]" "[1290640.0, 1291489.0, 1291643.0, 1291956.0, 1292198.0]" "[1290641, 1291490, 1291644, 1291957]" "[1290647.0, 1291515.0, 1291665.0, 1291977.0]" 115 1 0.0 0.3634582038527117 0.0
421.558 2.304 1293318 116 "TRIALID 115" 1293923 1294409 1294709 1295490 "[1293885, 1294937, 1295110, 1295514]" "[1294912.0, 1295089.0, 1295493.0, 1295590.0]" "[1294913, 1295090, 1295494]" "[1294936.0, 1295109.0, 1295513.0]" 116 1 1.0 0.3634582038527117 0.0
424.962 2.267 1296722 117 "TRIALID 116" 1297330 1297775 1298075 1298857 "[1297283, 1297461, 1297638, 1298292, 1298464]" "[1297439.0, 1297616.0, 1298269.0, 1298441.0, 1298957.0]" "[1297440, 1297617, 1298270, 1298442]" "[1297460.0, 1297637.0, 1298291.0, 1298463.0]" 117 1 1.0 0.3634582038527117 0.0
428.329 2.467 1300089 118 "TRIALID 117" 1300687 1301340 1301640 1302422 "[1300650, 1300674, 1301863, 1302317]" "[1301834.0, 1302296.0, 1302525.0]" "[1301835, 1302297]" "[1301862.0, 1302316.0]" 118 1 0.0 0.3634582038527117 0.0
431.896 2.463 1303656 119 "TRIALID 118" 1304255 1304905 1305206 1305988 "[1304222, 1304482, 1304667, 1305429, 1305593]" "[1304469.0, 1304647.0, 1305390.0, 1305572.0, 1306087.0]" "[1304470, 1304648, 1305391, 1305573]" "[1304481.0, 1304666.0, 1305428.0, 1305592.0]" 119 1 0.0 0.3634582038527117 0.0
435.459 2.348 1307219 120 "TRIALID 119" 1307817 1308354 1308654 1309436 "[1307779, 1308901, 1309051]" "[1308864.0, 1309028.0, 1309536.0]" "[1308865, 1309029]" "[1308900.0, 1309050.0]" 120 1 0.0 0.3634582038527117 0.0
438.907 2.322 1310667 121 "TRIALID 120" 1311270 1311772 1312072 1312852 "[1311230, 1311542, 1312299, 1312455]" "[1311523.0, 1312275.0, 1312431.0, 1312957.0]" "[1311524, 1312276, 1312432]" "[1311541.0, 1312298.0, 1312454.0]" 121 1 1.0 0.3634582038527117 0.0
442.33 2.607 1314090 122 "TRIALID 121" 1314685 1315499 1315799 1316568 "[1314651, 1316042, 1316287]" "[1316003.0, 1316268.0, 1316667.0]" "[1316004, 1316269]" "[1316041.0, 1316286.0]" 122 1 0.0 0.3634582038527117 0.0
446.037 2.499 1317797 123 "TRIALID 122" 1318401 1319085 1319386 1320167 "[1318366, 1318566, 1319614, 1319771]" "[1318549.0, 1319577.0, 1319738.0, 1320266.0]" "[1318550, 1319578, 1319739]" "[1318565.0, 1319613.0, 1319770.0]" 123 1 0.0 0.3634582038527117 0.0
449.637 2.52 1321397 124 "TRIALID 123" 1322000 1322701 1323001 1323783 "[1321966, 1322196, 1323248, 1323401]" "[1322180.0, 1323222.0, 1323377.0, 1323885.0]" "[1322181, 1323223, 1323378]" "[1322195.0, 1323247.0, 1323400.0]" 124 1 1.0 0.3634582038527117 0.0
453.258 2.445 1325018 125 "TRIALID 124" 1325616 1326249 1326550 1327332 "[1325579, 1325834, 1326762, 1326921]" "[1325813.0, 1326735.0, 1326897.0, 1327431.0]" "[1325814, 1326736, 1326898]" "[1325833.0, 1326761.0, 1326920.0]" 125 1 0.0 0.3634582038527117 0.0
456.803 2.539 1328563 126 "TRIALID 125" 1329160 1329882 1330183 1330964 "[1329123, 1330402, 1330589]" "[1330364.0, 1330569.0, 1331069.0]" "[1330365, 1330570]" "[1330401.0, 1330588.0]" 126 1 0.0 0.021640714597630034 1.0
460.443 2.318 1332203 127 "TRIALID 126" 1332800 1333323 1333624 1334396 "[1332764, 1333835, 1333981]" "[1333798.0, 1333957.0, 1334502.0]" "[1333799, 1333958]" "[1333834.0, 1333980.0]" 127 1 0.0 0.021640714597630034 0.0
463.861 2.467 1335621 128 "TRIALID 127" 1336229 1336890 1337191 1337961 "[1336191, 1336453, 1336695, 1337425]" "[1336440.0, 1336676.0, 1337387.0, 1338060.0]" "[1336441, 1336677, 1337388]" "[1336452.0, 1336694.0, 1337424.0]" 128 1 0.0 0.021640714597630034 0.0
467.428 2.588 1339188 129 "TRIALID 128" 1339795 1340563 1340863 1341644 "[1339748, 1339958, 1340312, 1341096, 1341316, 1341683]" "[1339943.0, 1340304.0, 1341058.0, 1341297.0, 1341663.0, 1341743.0]" "[1339944, 1340305, 1341059, 1341298, 1341664]" "[1339957.0, 1340311.0, 1341095.0, 1341315.0, 1341682.0]" 129 1 0.0 0.021640714597630034 0.0
471.116 2.4 1342876 130 "TRIALID 129" 1343472 1344061 1344362 1345143 "[1343437, 1343719, 1344593, 1344752]" "[1343699.0, 1344557.0, 1344728.0, 1345245.0]" "[1343700, 1344558, 1344729]" "[1343718.0, 1344592.0, 1344751.0]" 130 1 0.0 0.021640714597630034 0.0
474.617 2.435 1346377 131 "TRIALID 130" 1346976 1347595 1347896 1348675 "[1346937, 1347214, 1348110, 1348351]" "[1347193.0, 1348082.0, 1348332.0, 1348781.0]" "[1347194, 1348083, 1348333]" "[1347213.0, 1348109.0, 1348350.0]" 131 1 0.0 0.021640714597630034 0.0
478.153 2.581 1349913 132 "TRIALID 131" 1350519 1351275 1351576 1352358 "[1350478, 1351793, 1351966]" "[1351767.0, 1351933.0, 1352463.0]" "[1351768, 1351934]" "[1351792.0, 1351965.0]" 132 1 0.0 0.021640714597630034 0.0
481.835 2.342 1353595 133 "TRIALID 132" 1354190 1354724 1355025 1355806 "[1354156, 1354387, 1354536, 1355252, 1355459, 1355852]" "[1354367.0, 1354513.0, 1355213.0, 1355438.0, 1355833.0, 1355905.0]" "[1354368, 1354514, 1355214, 1355439, 1355834]" "[1354386.0, 1354535.0, 1355251.0, 1355458.0, 1355851.0]" 133 1 0.0 0.021640714597630034 0.0
485.278 2.532 1357038 134 "TRIALID 133" 1357632 1358356 1358657 1359439 "[1357599, 1357864, 1358886, 1359054]" "[1357843.0, 1358862.0, 1359031.0, 1359538.0]" "[1357844, 1358863, 1359032]" "[1357863.0, 1358885.0, 1359053.0]" 134 1 1.0 0.021640714597630034 0.0
488.91 2.566 1360670 135 "TRIALID 134" 1361272 1362022 1362322 1363105 "[1361231, 1361435, 1362538, 1362687]" "[1361410.0, 1362501.0, 1362663.0, 1363204.0]" "[1361411, 1362502, 1362664]" "[1361434.0, 1362537.0, 1362686.0]" 135 1 0.0 0.021640714597630034 0.0
492.576 2.515 1364336 136 "TRIALID 135" 1364931 1365637 1365938 1366720 "[1364897, 1365160, 1365304, 1366176, 1366359]" "[1365138.0, 1365282.0, 1366137.0, 1366335.0, 1366819.0]" "[1365139, 1365283, 1366138, 1366336]" "[1365159.0, 1365303.0, 1366175.0, 1366358.0]" 136 1 0.0 0.021640714597630034 0.0
496.192 2.413 1367952 137 "TRIALID 136" 1368553 1369154 1369454 1370235 "[1368512, 1368972, 1369048, 1369173, 1369708, 1369924]" "[1368953.0, 1369023.0, 1369147.0, 1369671.0, 1369903.0, 1370334.0]" "[1368954, 1369024, 1369148, 1369672, 1369904]" "[1368971.0, 1369047.0, 1369172.0, 1369707.0, 1369923.0]" 137 1 0.0 0.021640714597630034 0.0
499.706 2.592 1371466 138 "TRIALID 137" 1372069 1372859 1373159 1373934 "[1372031, 1372290, 1373378, 1373523]" "[1372271.0, 1373352.0, 1373499.0, 1374039.0]" "[1372272, 1373353, 1373500]" "[1372289.0, 1373377.0, 1373522.0]" 138 1 0.0 0.021640714597630034 0.0
503.399 2.554 1375159 139 "TRIALID 138" 1375768 1376500 1376801 1377582 "[1375727, 1377009, 1377168]" "[1376983.0, 1377143.0, 1377682.0]" "[1376984, 1377144]" "[1377008.0, 1377167.0]" 139 1 0.0 0.021640714597630034 0.0
507.053 2.306 1378813 140 "TRIALID 139" 1379409 1379900 1380201 1380982 "[1379374, 1379616, 1379816, 1380424, 1380575]" "[1379597.0, 1379796.0, 1380398.0, 1380552.0, 1381086.0]" "[1379598, 1379797, 1380399, 1380553]" "[1379615.0, 1379815.0, 1380423.0, 1380574.0]" 140 1 0.0 0.021640714597630034 0.0
510.459 2.372 1382219 141 "TRIALID 140" 1382816 1383371 1383671 1384448 "[1382780, 1383020, 1383867, 1384029]" "[1383004.0, 1383840.0, 1384004.0, 1384558.0]" "[1383005, 1383841, 1384005]" "[1383019.0, 1383866.0, 1384028.0]" 141 1 0.0 0.021640714597630034 0.0
513.932 2.35 1385692 142 "TRIALID 141" 1386290 1386843 1387144 1387914 "[1386252, 1387372, 1387598]" "[1387334.0, 1387577.0, 1388023.0]" "[1387335, 1387578]" "[1387371.0, 1387597.0]" 142 1 0.0 0.021640714597630034 0.0
517.383 2.685 1389143 143 "TRIALID 142" 1389746 1390614 1390914 1391695 "[1389710, 1389895, 1390048, 1391130, 1391290]" "[1389871.0, 1390025.0, 1391103.0, 1391267.0, 1391795.0]" "[1389872, 1390026, 1391104, 1391268]" "[1389894.0, 1390047.0, 1391129.0, 1391289.0]" 143 1 0.0 0.021640714597630034 0.0
521.169 2.524 1392929 144 "TRIALID 143" 1393537 1394234 1394535 1395312 "[1393489, 1393784, 1394755, 1394898]" "[1393763.0, 1394731.0, 1394874.0, 1395421.0]" "[1393764, 1394732, 1394875]" "[1393783.0, 1394754.0, 1394897.0]" 144 1 1.0 0.021640714597630034 0.0
524.793 2.309 1396553 145 "TRIALID 144" 1397161 1397645 1397946 1398726 "[1397114, 1397366, 1397745, 1398187, 1398456]" "[1397346.0, 1397725.0, 1398149.0, 1398437.0, 1398830.0]" "[1397347, 1397726, 1398150, 1398438]" "[1397365.0, 1397744.0, 1398186.0, 1398455.0]" 145 1 0.0 0.021640714597630034 0.0
528.203 2.319 1399963 146 "TRIALID 145" 1400560 1401084 1401384 1402160 "[1400524, 1400771, 1401587, 1401727]" "[1400756.0, 1401560.0, 1401703.0, 1402263.0]" "[1400757, 1401561, 1401704]" "[1400770.0, 1401586.0, 1401726.0]" 146 1 0.0 0.021640714597630034 0.0
531.622 2.306 1403382 147 "TRIALID 146" 1403991 1404476 1404776 1405558 "[1403950, 1404200, 1404516, 1404995, 1405143, 1405307]" "[1404182.0, 1404496.0, 1404971.0, 1405123.0, 1405287.0, 1405657.0]" "[1404183, 1404497, 1404972, 1405124, 1405288]" "[1404199.0, 1404515.0, 1404994.0, 1405142.0, 1405306.0]" 147 1 1.0 0.021640714597630034 0.0
535.029 2.366 1406789 148 "TRIALID 147" 1407398 1407941 1408242 1409023 "[1407359, 1407674, 1407816, 1408490, 1408653]" "[1407651.0, 1407793.0, 1408454.0, 1408629.0, 1409123.0]" "[1407652, 1407794, 1408455, 1408630]" "[1407673.0, 1407815.0, 1408489.0, 1408652.0]" 148 1 0.0 0.021640714597630034 0.0
538.496 2.382 1410256 149 "TRIALID 148" 1410855 1411423 1411724 1412507 "[1410816, 1411951, 1412224]" "[1411922.0, 1412201.0, 1412606.0]" "[1411923, 1412202]" "[1411950.0, 1412223.0]" 149 1 0.0 0.021640714597630034 0.0
541.979 2.527 1413739 150 "TRIALID 149" 1414339 1415067 1415368 1416139 "[1414302, 1414666, 1415586, 1415741]" "[1414659.0, 1415550.0, 1415718.0, 1416247.0]" "[1414660, 1415551, 1415719]" "[1414665.0, 1415585.0, 1415740.0]" 150 1 0.0 0.021640714597630034 0.0
551.281 2.472 1423041 151 "TRIALID 150" 1423654 1424315 1424616 1425386 "[1423602, 1423760, 1424854, 1425028]" "[1423745.0, 1424818.0, 1425004.0, 1425494.0]" "[1423746, 1424819, 1425005]" "[1423759.0, 1424853.0, 1425027.0]" 151 1 0.0 0.021640714597630034 0.0
554.853 2.502 1426613 152 "TRIALID 151" 1427219 1427902 1428203 1428985 "[1427183, 1427643, 1427705, 1427822, 1428433, 1428622]" "[1427622.0, 1427682.0, 1427798.0, 1428405.0, 1428599.0, 1429096.0]" "[1427623, 1427683, 1427799, 1428406, 1428600]" "[1427642.0, 1427704.0, 1427821.0, 1428432.0, 1428621.0]" 152 1 0.0 0.021640714597630034 0.0
558.455 2.45 1430215 153 "TRIALID 152" 1430811 1431452 1431752 1432534 "[1430775, 1431994, 1432133]" "[1431958.0, 1432108.0, 1432633.0]" "[1431959, 1432109]" "[1431993.0, 1432132.0]" 153 1 0.0 0.021640714597630034 0.0
562.005 2.519 1433765 154 "TRIALID 153" 1434383 1435067 1435367 1436150 "[1434335, 1435589, 1435771]" "[1435551.0, 1435752.0, 1436253.0]" "[1435552, 1435753]" "[1435588.0, 1435770.0]" 154 1 0.0 0.021640714597630034 0.0
565.625 2.485 1437385 155 "TRIALID 154" 1437992 1438651 1438951 1439732 "[1437951, 1438208, 1439161, 1439305]" "[1438191.0, 1439134.0, 1439278.0, 1439838.0]" "[1438192, 1439135, 1439279]" "[1438207.0, 1439160.0, 1439304.0]" 155 1 0.0 0.021640714597630034 0.0
569.211 2.32 1440971 156 "TRIALID 155" 1441565 1442091 1442391 1443163 "[1441532, 1441761, 1442581, 1442732]" "[1441744.0, 1442556.0, 1442708.0, 1443271.0]" "[1441745, 1442557, 1442709]" "[1441760.0, 1442580.0, 1442731.0]" 156 1 0.0 0.021640714597630034 0.0
572.631 2.654 1444391 157 "TRIALID 156" 1444997 1445831 1446131 1446913 "[1444959, 1445186, 1446353, 1446519]" "[1445172.0, 1446325.0, 1446498.0, 1447013.0]" "[1445173, 1446326, 1446499]" "[1445185.0, 1446352.0, 1446518.0]" 157 1 0.0 0.021640714597630034 0.0
576.385 2.655 1448145 158 "TRIALID 157" 1448763 1449580 1449880 1450661 "[1448706, 1450116, 1450289]" "[1450078.0, 1450268.0, 1450767.0]" "[1450079, 1450269]" "[1450115.0, 1450288.0]" 158 1 0.0 0.021640714597630034 0.0
580.141 2.424 1451901 159 "TRIALID 158" 1452504 1453112 1453412 1454194 "[1452462, 1452704, 1452973, 1453656, 1453831]" "[1452679.0, 1452953.0, 1453621.0, 1453810.0, 1454293.0]" "[1452680, 1452954, 1453622, 1453811]" "[1452703.0, 1452972.0, 1453655.0, 1453830.0]" 159 1 0.0 0.021640714597630034 0.0
583.666 2.424 1455426 160 "TRIALID 159" 1456027 1456651 1456951 1457725 "[1455986, 1457175, 1457443]" "[1457138.0, 1457423.0, 1457831.0]" "[1457139, 1457424]" "[1457174.0, 1457442.0]" 160 1 0.0 0.021640714597630034 0.0
587.191 2.515 1458951 161 "TRIALID 160" 1459551 1460267 1460567 1461341 "[1459511, 1459764, 1460783, 1460943]" "[1459746.0, 1460756.0, 1460919.0, 1461447.0]" "[1459747, 1460757, 1460920]" "[1459763.0, 1460782.0, 1460942.0]" 161 1 0.0 0.021640714597630034 0.0
590.807 2.328 1462567 162 "TRIALID 161" 1463175 1463675 1463975 1464758 "[1463135, 1463257, 1464207, 1464388]" "[1463237.0, 1464169.0, 1464367.0, 1464862.0]" "[1463238, 1464170, 1464368]" "[1463256.0, 1464206.0, 1464387.0]" 162 1 0.0 0.021640714597630034 0.0
594.235 2.259 1465995 163 "TRIALID 162" 1466598 1467041 1467341 1468123 "[1466559, 1467567, 1467716]" "[1467531.0, 1467693.0, 1468222.0]" "[1467532, 1467694]" "[1467566.0, 1467715.0]" 163 1 0.0 0.021640714597630034 0.0
597.594 2.484 1469354 164 "TRIALID 163" 1469954 1470623 1470924 1471706 "[1469919, 1471166]" "[1471126.0, 1471806.0]" 1471127 1471165.0 164 1 0.0 0.021640714597630034 0.0
601.178 2.592 1472938 165 "TRIALID 164" 1473538 1474331 1474632 1475404 "[1473502, 1473711, 1474836, 1474995]" "[1473687.0, 1474810.0, 1474971.0, 1475510.0]" "[1473688, 1474811, 1474972]" "[1473710.0, 1474835.0, 1474994.0]" 165 1 0.0 0.021640714597630034 0.0
604.87 2.353 1476630 166 "TRIALID 165" 1477236 1477771 1478072 1478852 "[1477190, 1477515, 1477585, 1477718, 1478329, 1478502]" "[1477492.0, 1477561.0, 1477687.0, 1478301.0, 1478469.0, 1478951.0]" "[1477493, 1477562, 1477688, 1478302, 1478470]" "[1477514.0, 1477584.0, 1477717.0, 1478328.0, 1478501.0]" 166 1 0.0 0.021640714597630034 0.0
608.324 2.564 1480084 167 "TRIALID 166" 1480693 1481437 1481737 1482519 "[1480644, 1481964, 1482109]" "[1481929.0, 1482086.0, 1482618.0]" "[1481930, 1482087]" "[1481963.0, 1482108.0]" 167 1 0.0 0.021640714597630034 0.0
611.989 2.466 1483749 168 "TRIALID 167" 1484352 1485002 1485302 1486085 "[1484318, 1484505, 1485538, 1485810]" "[1484485.0, 1485503.0, 1485788.0, 1486184.0]" "[1484486, 1485504, 1485789]" "[1484504.0, 1485537.0, 1485809.0]" 168 1 0.0 0.021640714597630034 0.0
