onset duration sample trial eventIdentifier StimulusOn StimulusOff TargetOn TargetOff SFIX EFIX SSACC ESACC SBLINK EBLINK num_trial num_block dir_target proba switch
88.975 2.305 9141442 25 "TRIALID 24" 9142048 9142533 9142833 9143614 "[9142011, 9142231, 9142391, 9143163, 9143491]" "[9142219.0, 9142381.0, 9143135.0, 9143455.0, 9143714.0]" "[9142220, 9142382, 9143136, 9143456]" "[9142230.0, 9142390.0, 9143162.0, 9143490.0]"   25 1 0.0 0.6475235198239354 0.0
92.38 2.651 9144847 26 "TRIALID 25" 9145464 9146281 9146581 9147362 "[9145407, 9145488, 9145682, 9146363, 9146661, 9146891, 9147264]" "[9145470.0, 9145655.0, 9146343.0, 9146645.0, 9146858.0, 9147236.0, 9147466.0]" "[9145471, 9145656, 9146344, 9146646, 9146859, 9147237]" "[9145487.0, 9145681.0, 9146362.0, 9146660.0, 9146890.0, 9147263.0]"   26 1 1.0 0.6475235198239354 0.0
96.131 2.429 9148598 27 "TRIALID 26" 9149204 9149814 9150114 9150896 "[9149163, 9149289, 9149542, 9150153, 9150318, 9150608]" "[9149272.0, 9149528.0, 9150144.0, 9150296.0, 9150559.0, 9150995.0]" "[9149273, 9149529, 9150145, 9150297, 9150560]" "[9149288.0, 9149541.0, 9150152.0, 9150317.0, 9150607.0]"   27 1 1.0 0.6475235198239354 0.0
99.66 2.731 9152127 28 "TRIALID 27" 9152728 9153645 9153946 9154727 "[9152687, 9152903, 9153362, 9153911, 9154154, 9154261, 9154426, 9154783]" "[9152878.0, 9153343.0, 9153889.0, 9154118.0, 9154234.0, 9154399.0, 9154748.0, 9154826.0]" "[9152879, 9153344, 9153890, 9154119, 9154235, 9154400, 9154749]" "[9152902.0, 9153361.0, 9153910.0, 9154153.0, 9154260.0, 9154425.0, 9154782.0]"   28 1 1.0 0.6475235198239354 0.0
103.491 2.366 9155958 29 "TRIALID 28" 9156561 9157111 9157412 9158194 "[9156523, 9156950, 9157416, 9157642, 9157794]" "[9156940.0, 9157322.0, 9157618.0, 9157769.0, 9158273.0]" "[9156941, 9157323, 9157619, 9157770, 9158274]" "[9156949.0, 9157415.0, 9157641.0, 9157793.0, 9158293.0]"   29 1 1.0 0.6475235198239354 0.0
106.958 2.281 9159425 30 "TRIALID 29" 9160026 9160493 9160794 9161575 "[9159986, 9160253, 9160488, 9161066, 9161213]" "[9160242.0, 9160465.0, 9161041.0, 9161187.0, 9161675.0]" "[9160243, 9160466, 9161042, 9161188]" "[9160252.0, 9160487.0, 9161065.0, 9161212.0]"   30 1 0.0 0.6475235198239354 0.0
110.339 2.436 9162806 31 "TRIALID 30" 9163409 9164026 9164327 9165107 "[9163367, 9163587, 9163834, 9164258, 9164674, 9164843, 9165077]" "[9163565.0, 9163825.0, 9164239.0, 9164631.0, 9164788.0, 9165029.0, 9165210.0]" "[9163566, 9163826, 9164240, 9164632, 9164789, 9165030]" "[9163586.0, 9163833.0, 9164257.0, 9164673.0, 9164842.0, 9165076.0]"   31 1 1.0 0.6475235198239354 0.0
113.875 2.514 9166342 32 "TRIALID 31" 9166940 9167642 9167943 9168724 "[9166907, 9167314, 9167666, 9167917, 9168217, 9168382]" "[9167302.0, 9167644.0, 9167895.0, 9168192.0, 9168356.0, 9168826.0]" "[9167303, 9167645, 9167896, 9168193, 9168357]" "[9167313.0, 9167665.0, 9167916.0, 9168216.0, 9168381.0]"   32 1 1.0 0.6475235198239354 0.0
117.489 2.598 9169956 33 "TRIALID 32" 9170557 9171340 9171641 9172423 "[9170517, 9171361, 9171836, 9172107]" "[9171352.0, 9171607.0, 9172063.0, 9172522.0]" "[9171353, 9171608, 9172064]" "[9171360.0, 9171835.0, 9172106.0]" 9171667 9171816.0 33 1 1.0 0.6475235198239354 0.0
121.187 2.722 9173654 34 "TRIALID 33" 9174254 9175160 9175460 9176238 "[9174214, 9174469, 9174755, 9175808, 9176100]" "[9174446.0, 9174743.0, 9175770.0, 9176068.0, 9176345.0]" "[9174447, 9174744, 9175771, 9176069]" "[9174468.0, 9174754.0, 9175807.0, 9176099.0]"   34 1 1.0 0.6475235198239354 0.0
125.009 2.802 9177476 35 "TRIALID 34" 9178078 9179079 9179380 9180154 "[9178037, 9178229, 9178397, 9178770, 9178942, 9179534, 9179700, 9179776, 9180157]" "[9178167.0, 9178383.0, 9178757.0, 9178920.0, 9179521.0, 9179669.0, 9179750.0, 9180138.0, 9180259.0]" "[9178168, 9178384, 9178758, 9178921, 9179522, 9179670, 9179751, 9180139]" "[9178228.0, 9178396.0, 9178769.0, 9178941.0, 9179533.0, 9179699.0, 9179775.0, 9180156.0]"   35 1 0.0 0.6475235198239354 0.0
128.911 2.506 9181378 36 "TRIALID 35" 9181986 9182670 9182971 9183753 "[9181938, 9182144, 9183276, 9183436]" "[9182123.0, 9183249.0, 9183408.0, 9183852.0]" "[9182124, 9183250, 9183409]" "[9182143.0, 9183275.0, 9183435.0]"   36 1 0.0 0.6475235198239354 0.0
132.517 2.781 9184984 37 "TRIALID 36" 9185585 9186552 9186853 9187635 "[9185547, 9185680, 9185735, 9186637, 9186845, 9187291]" "[9185655.0, 9185711.0, 9186619.0, 9186822.0, 9187249.0, 9187734.0]" "[9185656, 9185712, 9186620, 9186823, 9187250]" "[9185679.0, 9185734.0, 9186636.0, 9186844.0, 9187290.0]"   37 1 0.0 0.6475235198239354 0.0
136.398 2.472 9188865 38 "TRIALID 37" 9189467 9190119 9190419 9191200 "[9189426, 9189468, 9189660, 9190670, 9190933]" "[9189454.0, 9189638.0, 9190641.0, 9190891.0, 9191306.0]" "[9189455, 9189639, 9190642, 9190892]" "[9189467.0, 9189659.0, 9190669.0, 9190932.0]"   38 1 0.0 0.6475235198239354 0.0
139.971 3.717 9192438 39 "TRIALID 38" 9193041 9194935 9195236 9196016 "[9192999, 9193041, 9193230, 9193370, 9193607, 9193901, 9194087, 9194620, 9195520, 9195700, 9195892, 9196079]" "[9193021.0, 9193186.0, 9193347.0, 9193543.0, 9193837.0, 9194058.0, 9194597.0, 9195488.0, 9195626.0, 9195872.0, 9196042.0, 9196122.0]" "[9193022, 9193187, 9193348, 9193544, 9193838, 9194059, 9194598, 9195489, 9195627, 9195873, 9196043]" "[9193040.0, 9193229.0, 9193369.0, 9193606.0, 9193900.0, 9194086.0, 9194619.0, 9195519.0, 9195699.0, 9195891.0, 9196078.0]"   39 1 1.0 0.6475235198239354 0.0
144.789 2.637 9197256 40 "TRIALID 39" 9197865 9198682 9198983 9199765 "[9197817, 9198064, 9198938, 9199270, 9199441, 9199617]" "[9198050.0, 9198918.0, 9199242.0, 9199394.0, 9199591.0, 9199864.0]" "[9198051, 9198919, 9199243, 9199395, 9199592]" "[9198063.0, 9198937.0, 9199269.0, 9199440.0, 9199616.0]"   40 1 1.0 0.6475235198239354 0.0
148.526 2.536 9200993 41 "TRIALID 40" 9201591 9202315 9202615 9203397 "[9201554, 9201752, 9202636, 9203043, 9203258]" "[9201732.0, 9202597.0, 9203019.0, 9203235.0, 9203498.0]" "[9201733, 9202598, 9203020, 9203236]" "[9201751.0, 9202635.0, 9203042.0, 9203257.0]"   41 1 1.0 0.6475235198239354 0.0
